服务器输出文件名	config_buff_effect.xml	根名称	ability	0	0	0	0		0		0	0																																												
客户端输出文件名	config_buff_effect.xml	项名称	root																																																					
buff ID	buff名称	中断or不中断	是否瞬时	是否可逆	是否可叠加	是否下线保存	持续时间(单位:秒)	 有效人数	效果1	优先级	出现概率	作用对象类型	作用范围	距离（单位：米）	角度	参数值	时间点	效果2	优先级	出现概率	作用对象类型	作用范围	距离（单位：米）	角度	参数值	时间点	效果3	优先级	出现概率	作用对象类型	作用范围	距离（单位：米）	角度	参数值	时间点	效果4	优先级	出现概率	作用对象类型	作用范围	距离（单位：米）	角度	参数值	时间点	效果5	优先级	出现概率	作用对象类型	作用范围	距离（单位：米）	角度	参数值	时间点			
925	xiaoyao_skill01_lv25	0	0	1	0	0	2	3	1	1	0	4	1	40000	0.525	159	0	3	2	0	4	1	90000	0.525	15900	1	34	0	0	4	1	90000	0.525	159	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
926	xiaoyao_skill01_lv26	0	0	1	0	0	2	3	1	1	0	4	1	40000	0.525	162	0	3	2	0	4	1	90000	0.525	16200	1	34	0	0	4	1	90000	0.525	162	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
927	xiaoyao_skill01_lv27	0	0	1	0	0	2	3	1	1	0	4	1	40000	0.525	165	0	3	2	0	4	1	90000	0.525	16500	1	34	0	0	4	1	90000	0.525	165	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
928	xiaoyao_skill01_lv28	0	0	1	0	0	2	3	1	1	0	4	1	40000	0.525	168	0	3	2	0	4	1	90000	0.525	16800	1	34	0	0	4	1	90000	0.525	168	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
929	xiaoyao_skill01_lv29	0	0	1	0	0	2	3	1	1	0	4	1	40000	0.525	171	0	3	2	0	4	1	90000	0.525	17100	1	34	0	0	4	1	90000	0.525	171	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
930	xiaoyao_skill01_lv30	0	0	1	0	0	2	3	1	1	0	4	1	40000	0.525	174	0	3	2	0	4	1	90000	0.525	17400	1	34	0	0	4	1	90000	0.525	174	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
931	xiaoyao_skill02_lv1	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	100	0	1	1	0	4	3	360000	0.525	100	1	34	0	0	4	3	360000	0.525	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
932	xiaoyao_skill02_lv2	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	102	0	1	1	0	4	3	360000	0.525	102	1	34	0	0	4	3	360000	0.525	102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
933	xiaoyao_skill02_lv3	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	104	0	1	1	0	4	3	360000	0.525	104	1	34	0	0	4	3	360000	0.525	104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
934	xiaoyao_skill02_lv4	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	106	0	1	1	0	4	3	360000	0.525	106	1	34	0	0	4	3	360000	0.525	106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
935	xiaoyao_skill02_lv5	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	108	0	1	1	0	4	3	360000	0.525	108	1	34	0	0	4	3	360000	0.525	108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
936	xiaoyao_skill02_lv6	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	110	0	1	1	0	4	3	360000	0.525	110	1	34	0	0	4	3	360000	0.525	110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
937	xiaoyao_skill02_lv7	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	112	0	1	1	0	4	3	360000	0.525	112	1	34	0	0	4	3	360000	0.525	112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
938	xiaoyao_skill02_lv8	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	114	0	1	1	0	4	3	360000	0.525	114	1	34	0	0	4	3	360000	0.525	114	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
939	xiaoyao_skill02_lv9	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	116	0	1	1	0	4	3	360000	0.525	116	1	34	0	0	4	3	360000	0.525	116	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
940	xiaoyao_skill02_lv10	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	118	0	1	1	0	4	3	360000	0.525	118	1	34	0	0	4	3	360000	0.525	118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
941	xiaoyao_skill02_lv11	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	120	0	1	1	0	4	3	360000	0.525	120	1	34	0	0	4	3	360000	0.525	120	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
942	xiaoyao_skill02_lv12	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	122	0	1	1	0	4	3	360000	0.525	122	1	34	0	0	4	3	360000	0.525	122	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
943	xiaoyao_skill02_lv13	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	124	0	1	1	0	4	3	360000	0.525	124	1	34	0	0	4	3	360000	0.525	124	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
944	xiaoyao_skill02_lv14	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	126	0	1	1	0	4	3	360000	0.525	126	1	34	0	0	4	3	360000	0.525	126	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
945	xiaoyao_skill02_lv15	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	129	0	1	1	0	4	3	360000	0.525	129	1	34	0	0	4	3	360000	0.525	129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
946	xiaoyao_skill02_lv16	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	132	0	1	1	0	4	3	360000	0.525	132	1	34	0	0	4	3	360000	0.525	132	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
947	xiaoyao_skill02_lv17	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	135	0	1	1	0	4	3	360000	0.525	135	1	34	0	0	4	3	360000	0.525	135	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
948	xiaoyao_skill02_lv18	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	138	0	1	1	0	4	3	360000	0.525	138	1	34	0	0	4	3	360000	0.525	138	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
949	xiaoyao_skill02_lv19	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	141	0	1	1	0	4	3	360000	0.525	141	1	34	0	0	4	3	360000	0.525	141	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
950	xiaoyao_skill02_lv20	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	144	0	1	1	0	4	3	360000	0.525	144	1	34	0	0	4	3	360000	0.525	144	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
951	xiaoyao_skill02_lv21	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	147	0	1	1	0	4	3	360000	0.525	147	1	34	0	0	4	3	360000	0.525	147	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
952	xiaoyao_skill02_lv22	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	150	0	1	1	0	4	3	360000	0.525	150	1	34	0	0	4	3	360000	0.525	150	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
953	xiaoyao_skill02_lv23	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	153	0	1	1	0	4	3	360000	0.525	153	1	34	0	0	4	3	360000	0.525	153	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
954	xiaoyao_skill02_lv24	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	156	0	1	1	0	4	3	360000	0.525	156	1	34	0	0	4	3	360000	0.525	156	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
955	xiaoyao_skill02_lv25	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	159	0	1	1	0	4	3	360000	0.525	159	1	34	0	0	4	3	360000	0.525	159	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
956	xiaoyao_skill02_lv26	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	162	0	1	1	0	4	3	360000	0.525	162	1	34	0	0	4	3	360000	0.525	162	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
957	xiaoyao_skill02_lv27	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	165	0	1	1	0	4	3	360000	0.525	165	1	34	0	0	4	3	360000	0.525	165	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
958	xiaoyao_skill02_lv28	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	168	0	1	1	0	4	3	360000	0.525	168	1	34	0	0	4	3	360000	0.525	168	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
959	xiaoyao_skill02_lv29	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	171	0	1	1	0	4	3	360000	0.525	171	1	34	0	0	4	3	360000	0.525	171	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
960	xiaoyao_skill02_lv30	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	174	0	1	1	0	4	3	360000	0.525	174	1	34	0	0	4	3	360000	0.525	174	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
961	xiaoyao_skill03_lv1	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	100	0	34	0	0	4	1	250000	0.525	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
962	xiaoyao_skill03_lv2	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	102	0	34	0	0	4	1	250000	0.525	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
963	xiaoyao_skill03_lv3	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	104	0	34	0	0	4	1	250000	0.525	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
964	xiaoyao_skill03_lv4	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	106	0	34	0	0	4	1	250000	0.525	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
965	xiaoyao_skill03_lv5	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	108	0	34	0	0	4	1	250000	0.525	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
966	xiaoyao_skill03_lv6	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	110	0	34	0	0	4	1	250000	0.525	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
967	xiaoyao_skill03_lv7	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	112	0	34	0	0	4	1	250000	0.525	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
968	xiaoyao_skill03_lv8	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	114	0	34	0	0	4	1	250000	0.525	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
969	xiaoyao_skill03_lv9	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	116	0	34	0	0	4	1	250000	0.525	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
970	xiaoyao_skill03_lv10	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	118	0	34	0	0	4	1	250000	0.525	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
971	xiaoyao_skill03_lv11	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	120	0	34	0	0	4	1	250000	0.525	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
972	xiaoyao_skill03_lv12	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	122	0	34	0	0	4	1	250000	0.525	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
973	xiaoyao_skill03_lv13	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	124	0	34	0	0	4	1	250000	0.525	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
974	xiaoyao_skill03_lv14	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	126	0	34	0	0	4	1	250000	0.525	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
975	xiaoyao_skill03_lv15	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	129	0	34	0	0	4	1	250000	0.525	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
976	xiaoyao_skill03_lv16	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	132	0	34	0	0	4	1	250000	0.525	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
977	xiaoyao_skill03_lv17	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	135	0	34	0	0	4	1	250000	0.525	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
978	xiaoyao_skill03_lv18	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	138	0	34	0	0	4	1	250000	0.525	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
979	xiaoyao_skill03_lv19	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	141	0	34	0	0	4	1	250000	0.525	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
980	xiaoyao_skill03_lv20	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	144	0	34	0	0	4	1	250000	0.525	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
981	xiaoyao_skill03_lv21	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	147	0	34	0	0	4	1	250000	0.525	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
982	xiaoyao_skill03_lv22	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	150	0	34	0	0	4	1	250000	0.525	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
983	xiaoyao_skill03_lv23	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	153	0	34	0	0	4	1	250000	0.525	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
984	xiaoyao_skill03_lv24	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	156	0	34	0	0	4	1	250000	0.525	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
985	xiaoyao_skill03_lv25	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	159	0	34	0	0	4	1	250000	0.525	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
986	xiaoyao_skill03_lv26	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	162	0	34	0	0	4	1	250000	0.525	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
987	xiaoyao_skill03_lv27	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	165	0	34	0	0	4	1	250000	0.525	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
988	xiaoyao_skill03_lv28	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	168	0	34	0	0	4	1	250000	0.525	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
989	xiaoyao_skill03_lv29	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	171	0	34	0	0	4	1	250000	0.525	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
990	xiaoyao_skill03_lv30	0	0	1	0	0	1	3	1	1	0	4	1	250000	0.525	174	0	34	0	0	4	1	250000	0.525	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
991	xiaoyao_skill04_lv1	0	0	1	0	0	1	3	23	0	0	1	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
992	xiaoyao_skill04_lv2	0	0	1	0	0	1	3	23	0	0	1	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
993	xiaoyao_skill04_lv3	0	0	1	0	0	1	3	23	0	0	1	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
994	xiaoyao_skill04_lv4	0	0	1	0	0	1	3	23	0	0	1	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
995	xiaoyao_skill04_lv5	0	0	1	0	0	1	3	23	0	0	1	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
996	xiaoyao_skill04_lv6	0	0	1	0	0	1	3	23	0	0	1	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
997	xiaoyao_skill04_lv7	0	0	1	0	0	1	3	23	0	0	1	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
998	xiaoyao_skill04_lv8	0	0	1	0	0	1	3	23	0	0	1	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
999	xiaoyao_skill04_lv9	0	0	1	0	0	1	3	23	0	0	1	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1000	xiaoyao_skill04_lv10	0	0	1	0	0	1	3	23	0	0	1	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1001	xiaoyao_skill04_lv11	0	0	1	0	0	1	3	23	0	0	1	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1002	xiaoyao_skill04_lv12	0	0	1	0	0	1	3	23	0	0	1	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1003	xiaoyao_skill04_lv13	0	0	1	0	0	1	3	23	0	0	1	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1004	xiaoyao_skill04_lv14	0	0	1	0	0	1	3	23	0	0	1	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1005	xiaoyao_skill04_lv15	0	0	1	0	0	1	3	23	0	0	1	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1006	xiaoyao_skill04_lv16	0	0	1	0	0	1	3	23	0	0	1	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1007	xiaoyao_skill04_lv17	0	0	1	0	0	1	3	23	0	0	1	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1008	xiaoyao_skill04_lv18	0	0	1	0	0	1	3	23	0	0	1	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1009	xiaoyao_skill04_lv19	0	0	1	0	0	1	3	23	0	0	1	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1010	xiaoyao_skill04_lv20	0	0	1	0	0	1	3	23	0	0	1	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1011	xiaoyao_skill04_lv21	0	0	1	0	0	1	3	23	0	0	1	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1012	xiaoyao_skill04_lv22	0	0	1	0	0	1	3	23	0	0	1	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1013	xiaoyao_skill04_lv23	0	0	1	0	0	1	3	23	0	0	1	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1014	xiaoyao_skill04_lv24	0	0	1	0	0	1	3	23	0	0	1	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1015	xiaoyao_skill04_lv25	0	0	1	0	0	1	3	23	0	0	1	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1016	xiaoyao_skill04_lv26	0	0	1	0	0	1	3	23	0	0	1	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1017	xiaoyao_skill04_lv27	0	0	1	0	0	1	3	23	0	0	1	0	0	0	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1018	xiaoyao_skill04_lv28	0	0	1	0	0	1	3	23	0	0	1	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1019	xiaoyao_skill04_lv29	0	0	1	0	0	1	3	23	0	0	1	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1020	xiaoyao_skill04_lv30	0	0	1	0	0	1	3	23	0	0	1	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1021	xiaoyao_skill05_lv1	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	100	0	1	1	0	4	3	360000	0.525	100	1	34	0	0	4	3	360000	0.525	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1022	xiaoyao_skill05_lv2	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	102	0	1	1	0	4	3	360000	0.525	102	1	34	0	0	4	3	360000	0.525	102	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1023	xiaoyao_skill05_lv3	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	104	0	1	1	0	4	3	360000	0.525	104	1	34	0	0	4	3	360000	0.525	104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1024	xiaoyao_skill05_lv4	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	106	0	1	1	0	4	3	360000	0.525	106	1	34	0	0	4	3	360000	0.525	106	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1025	xiaoyao_skill05_lv5	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	108	0	1	1	0	4	3	360000	0.525	108	1	34	0	0	4	3	360000	0.525	108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1026	xiaoyao_skill05_lv6	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	110	0	1	1	0	4	3	360000	0.525	110	1	34	0	0	4	3	360000	0.525	110	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1027	xiaoyao_skill05_lv7	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	112	0	1	1	0	4	3	360000	0.525	112	1	34	0	0	4	3	360000	0.525	112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1028	xiaoyao_skill05_lv8	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	114	0	1	1	0	4	3	360000	0.525	114	1	34	0	0	4	3	360000	0.525	114	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1029	xiaoyao_skill05_lv9	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	116	0	1	1	0	4	3	360000	0.525	116	1	34	0	0	4	3	360000	0.525	116	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1030	xiaoyao_skill05_lv10	0	0	1	0	0	2	3	1	1	0	4	3	360000	0.525	118	0	1	1	0	4	3	360000	0.525	118	1	34	0	0	4	3	360000	0.525	118	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
