服务器输出文件名	config_skill_effect.xml	根名称	ability																				
客户端输出文件名	config_skill_effect.xml	项名称	root																				
技能ID	下一级技能	前置技能	冷却时间 单位（秒）	buff1	作用对象类型	作用范围	距离（单位：米）	角度	buff2	作用对象	作用范围	W（单位：米）	L（单位：米）	所需消耗怒气	学习消耗	技能书数量	升级消耗类型	升级消耗	角色等级	技能名称	技能描述		
1887	1888	0	3	17	1	0	0	0	0	0	0	0	0	10	222000055	5	12	10	58	[e8949b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{16}[-][-]		
1888	1889	0	3	18	1	0	0	0	0	0	0	0	0	10	222000056	5	12	10	58	[e8950b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{17}[-][-]		
1889	1890	0	3	19	1	0	0	0	0	0	0	0	0	10	222000057	5	12	10	58	[e8951b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{18}[-][-]		
1890	1891	0	3	20	1	0	0	0	0	0	0	0	0	10	222000058	5	12	10	58	[e8952b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{19}[-][-]		
1891	1892	0	3	21	1	0	0	0	0	0	0	0	0	10	222000059	5	12	10	59	[e8953b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{20}[-][-]		
1892	1893	0	3	22	1	0	0	0	0	0	0	0	0	10	222000060	5	12	10	59	[e8954b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{21}[-][-]		
1893	1894	0	3	23	1	0	0	0	0	0	0	0	0	10	222000061	5	12	10	59	[e8955b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{22}[-][-]		
1894	1895	0	3	24	1	0	0	0	0	0	0	0	0	10	222000062	5	12	10	59	[e8956b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{23}[-][-]		
1895	1896	0	3	25	1	0	0	0	0	0	0	0	0	10	222000063	5	12	10	59	[e8957b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{24}[-][-]		
1896	1897	0	3	26	1	0	0	0	0	0	0	0	0	10	222000064	5	12	10	60	[e8958b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{25}[-][-]		
1897	1898	0	3	27	1	0	0	0	0	0	0	0	0	10	222000001	5	12	10	60	[e8959b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{26}[-][-]		
1898	1899	0	3	28	1	0	0	0	0	0	0	0	0	10	222000002	5	12	10	60	[e8960b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{27}[-][-]		
1899	1900	0	3	29	1	0	0	0	0	0	0	0	0	10	222000003	5	12	10	60	[e8961b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{28}[-][-]		
1900	1901	0	3	30	1	0	0	0	0	0	0	0	0	10	222000004	5	12	10	60	[e8962b]黯然销魂掌[-]	[5b3504]以绝妙掌法攻击敌人照成伤害[2c9450]{29}[-][-]		
1901	1902	0	3	1	1	0	0	0	0	0	0	0	0	10	222000005	5	12	10	1	[e8933b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{1}[-][-]		
1902	1903	0	3	2	1	0	0	0	0	0	0	0	0	10	222000006	5	12	10	1	[e8934b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{2}[-][-]		
1903	1904	0	3	3	1	0	0	0	0	0	0	0	0	10	222000007	5	12	10	1	[e8935b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{3}[-][-]		
1904	1905	0	3	4	1	0	0	0	0	0	0	0	0	10	222000008	5	12	10	1	[e8936b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{4}[-][-]		
1905	1906	0	3	5	1	0	0	0	0	0	0	0	0	10	222000009	5	12	10	1	[e8937b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{5}[-][-]		
1906	1907	0	3	6	1	0	0	0	0	0	0	0	0	10	222000010	5	12	10	2	[e8938b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{6}[-][-]		
1907	1908	0	3	7	1	0	0	0	0	0	0	0	0	10	222000011	5	12	10	2	[e8939b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{7}[-][-]		
1908	1909	0	3	8	1	0	0	0	0	0	0	0	0	10	222000012	5	12	10	2	[e8940b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{8}[-][-]		
1909	1910	0	3	9	1	0	0	0	0	0	0	0	0	10	222000013	5	12	10	2	[e8941b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{9}[-][-]		
1910	1911	0	3	10	1	0	0	0	0	0	0	0	0	10	222000014	5	12	10	2	[e8942b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{10}[-][-]		
1911	1912	0	3	11	1	0	0	0	0	0	0	0	0	10	222000015	5	12	10	3	[e8943b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{11}[-][-]		
1912	1913	0	3	12	1	0	0	0	0	0	0	0	0	10	222000016	5	12	10	3	[e8944b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{12}[-][-]		
1913	1914	0	3	13	1	0	0	0	0	0	0	0	0	10	222000017	5	12	10	3	[e8945b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{13}[-][-]		
1914	1915	0	3	14	1	0	0	0	0	0	0	0	0	10	222000018	5	12	10	3	[e8946b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{14}[-][-]		
1915	1916	0	3	15	1	0	0	0	0	0	0	0	0	10	222000019	5	12	10	3	[e8947b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{15}[-][-]		
1916	1917	0	3	16	1	0	0	0	0	0	0	0	0	10	222000020	5	12	10	4	[e8948b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{16}[-][-]		
1917	1918	0	3	17	1	0	0	0	0	0	0	0	0	10	222000021	5	12	10	4	[e8949b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{17}[-][-]		
1918	1919	0	3	18	1	0	0	0	0	0	0	0	0	10	222000022	5	12	10	4	[e8950b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{18}[-][-]		
1919	1920	0	3	19	1	0	0	0	0	0	0	0	0	10	222000023	5	12	10	4	[e8951b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{19}[-][-]		
1920	1921	0	3	20	1	0	0	0	0	0	0	0	0	10	222000024	5	12	10	4	[e8952b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{20}[-][-]		
1921	1922	0	3	21	1	0	0	0	0	0	0	0	0	10	222000025	5	12	10	5	[e8953b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{21}[-][-]		
1922	1923	0	3	22	1	0	0	0	0	0	0	0	0	10	222000026	5	12	10	5	[e8954b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{22}[-][-]		
1923	1924	0	3	23	1	0	0	0	0	0	0	0	0	10	222000027	5	12	10	5	[e8955b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{23}[-][-]		
1924	1925	0	3	24	1	0	0	0	0	0	0	0	0	10	222000028	5	12	10	5	[e8956b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{24}[-][-]		
1925	1926	0	3	25	1	0	0	0	0	0	0	0	0	10	222000029	5	12	10	5	[e8957b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{25}[-][-]		
1926	1927	0	3	26	1	0	0	0	0	0	0	0	0	10	222000030	5	12	10	6	[e8958b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{26}[-][-]		
1927	1928	0	3	27	1	0	0	0	0	0	0	0	0	10	222000031	5	12	10	6	[e8959b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{27}[-][-]		
1928	1929	0	3	28	1	0	0	0	0	0	0	0	0	10	222000032	5	12	10	6	[e8960b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{28}[-][-]		
1929	1930	0	3	29	1	0	0	0	0	0	0	0	0	10	222000033	5	12	10	6	[e8961b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{29}[-][-]		
1930	1931	0	3	30	1	0	0	0	0	0	0	0	0	10	222000034	5	12	10	6	[e8962b]连环腿[-]	[5b3504]对着敌人踢出数腿[2c9450]{0}[-]一腿把敌人挑飞[2c9450]{30}[-][-]		
1931	1932	0	3	1	1	0	0	0	0	0	0	0	0	10	222000035	5	12	10	7	[e8933b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{1}[-][-]		
1932	1933	0	3	2	1	0	0	0	0	0	0	0	0	10	222000036	5	12	10	7	[e8934b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{2}[-][-]		
1933	1934	0	3	3	1	0	0	0	0	0	0	0	0	10	222000037	5	12	10	7	[e8935b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{3}[-][-]		
1934	1935	0	3	4	1	0	0	0	0	0	0	0	0	10	222000038	5	12	10	7	[e8936b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{4}[-][-]		
1935	1936	0	3	5	1	0	0	0	0	0	0	0	0	10	222000039	5	12	10	7	[e8937b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{5}[-][-]		
1936	1937	0	3	6	1	0	0	0	0	0	0	0	0	10	222000040	5	12	10	8	[e8938b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{6}[-][-]		
1937	1938	0	3	7	1	0	0	0	0	0	0	0	0	10	222000041	5	12	10	8	[e8939b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{7}[-][-]		
1938	1939	0	3	8	1	0	0	0	0	0	0	0	0	10	222000042	5	12	10	8	[e8940b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{8}[-][-]		
1939	1940	0	3	9	1	0	0	0	0	0	0	0	0	10	222000043	5	12	10	8	[e8941b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{9}[-][-]		
1940	1941	0	3	10	1	0	0	0	0	0	0	0	0	10	222000044	5	12	10	8	[e8942b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{10}[-][-]		
1941	1942	0	3	11	1	0	0	0	0	0	0	0	0	10	222000045	5	12	10	9	[e8943b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{11}[-][-]		
1942	1943	0	3	12	1	0	0	0	0	0	0	0	0	10	222000046	5	12	10	9	[e8944b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{12}[-][-]		
1943	1944	0	3	13	1	0	0	0	0	0	0	0	0	10	222000047	5	12	10	9	[e8945b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{13}[-][-]		
1944	1945	0	3	14	1	0	0	0	0	0	0	0	0	10	222000048	5	12	10	9	[e8946b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{14}[-][-]		
1945	1946	0	3	15	1	0	0	0	0	0	0	0	0	10	222000049	5	12	10	9	[e8947b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{15}[-][-]		
1946	1947	0	3	16	1	0	0	0	0	0	0	0	0	10	222000050	5	12	10	10	[e8948b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{16}[-][-]		
1947	1948	0	3	17	1	0	0	0	0	0	0	0	0	10	222000051	5	12	10	10	[e8949b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{17}[-][-]		
1948	1949	0	3	18	1	0	0	0	0	0	0	0	0	10	222000052	5	12	10	10	[e8950b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{18}[-][-]		
1949	1950	0	3	19	1	0	0	0	0	0	0	0	0	10	222000053	5	12	10	10	[e8951b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{19}[-][-]		
1950	1951	0	3	20	1	0	0	0	0	0	0	0	0	10	222000054	5	12	10	10	[e8952b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{20}[-][-]		
1951	1952	0	3	21	1	0	0	0	0	0	0	0	0	10	222000055	5	12	10	11	[e8953b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{21}[-][-]		
1952	1953	0	3	22	1	0	0	0	0	0	0	0	0	10	222000056	5	12	10	11	[e8954b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{22}[-][-]		
1953	1954	0	3	23	1	0	0	0	0	0	0	0	0	10	222000057	5	12	10	11	[e8955b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{23}[-][-]		
1954	1955	0	3	24	1	0	0	0	0	0	0	0	0	10	222000058	5	12	10	11	[e8956b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{24}[-][-]		
1955	1956	0	3	25	1	0	0	0	0	0	0	0	0	10	222000059	5	12	10	11	[e8957b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{25}[-][-]		
1956	1957	0	3	26	1	0	0	0	0	0	0	0	0	10	222000060	5	12	10	12	[e8958b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{26}[-][-]		
1957	1958	0	3	27	1	0	0	0	0	0	0	0	0	10	222000061	5	12	10	12	[e8959b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{27}[-][-]		
1958	1959	0	3	28	1	0	0	0	0	0	0	0	0	10	222000062	5	12	10	12	[e8960b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{28}[-][-]		
1959	1960	0	3	29	1	0	0	0	0	0	0	0	0	10	222000063	5	12	10	12	[e8961b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{29}[-][-]		
1960	1961	0	3	30	1	0	0	0	0	0	0	0	0	10	222000064	5	12	10	12	[e8962b]凌空琴[-]	[5b3504]弹出强大琴音照成伤害[2c9450]{0}[-]巨大声波击退敌人[2c9450]{30}[-][-]		
1961	1962	0	3	1	1	0	0	0	0	0	0	0	0	10	222000001	5	12	10	13	[e8933b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{1}[-][-]		
1962	1963	0	3	2	1	0	0	0	0	0	0	0	0	10	222000002	5	12	10	13	[e8934b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{2}[-][-]		
1963	1964	0	3	3	1	0	0	0	0	0	0	0	0	10	222000003	5	12	10	13	[e8935b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{3}[-][-]		
1964	1965	0	3	4	1	0	0	0	0	0	0	0	0	10	222000004	5	12	10	13	[e8936b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{4}[-][-]		
1965	1966	0	3	5	1	0	0	0	0	0	0	0	0	10	222000005	5	12	10	13	[e8937b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{5}[-][-]		
1966	1967	0	3	6	1	0	0	0	0	0	0	0	0	10	222000006	5	12	10	14	[e8938b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{6}[-][-]		
1967	1968	0	3	7	1	0	0	0	0	0	0	0	0	10	222000007	5	12	10	14	[e8939b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{7}[-][-]		
1968	1969	0	3	8	1	0	0	0	0	0	0	0	0	10	222000008	5	12	10	14	[e8940b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{8}[-][-]		
1969	1970	0	3	9	1	0	0	0	0	0	0	0	0	10	222000009	5	12	10	14	[e8941b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{9}[-][-]		
1970	1971	0	3	10	1	0	0	0	0	0	0	0	0	10	222000010	5	12	10	14	[e8942b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{10}[-][-]		
1971	1972	0	3	11	1	0	0	0	0	0	0	0	0	10	222000011	5	12	10	15	[e8943b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{11}[-][-]		
1972	1973	0	3	12	1	0	0	0	0	0	0	0	0	10	222000012	5	12	10	15	[e8944b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{12}[-][-]		
1973	1974	0	3	13	1	0	0	0	0	0	0	0	0	10	222000013	5	12	10	15	[e8945b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{13}[-][-]		
1974	1975	0	3	14	1	0	0	0	0	0	0	0	0	10	222000014	5	12	10	15	[e8946b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{14}[-][-]		
1975	1976	0	3	15	1	0	0	0	0	0	0	0	0	10	222000015	5	12	10	15	[e8947b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{15}[-][-]		
1976	1977	0	3	16	1	0	0	0	0	0	0	0	0	10	222000016	5	12	10	16	[e8948b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{16}[-][-]		
1977	1978	0	3	17	1	0	0	0	0	0	0	0	0	10	222000017	5	12	10	16	[e8949b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{17}[-][-]		
1978	1979	0	3	18	1	0	0	0	0	0	0	0	0	10	222000018	5	12	10	16	[e8950b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{18}[-][-]		
1979	1980	0	3	19	1	0	0	0	0	0	0	0	0	10	222000019	5	12	10	16	[e8951b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{19}[-][-]		
1980	1981	0	3	20	1	0	0	0	0	0	0	0	0	10	222000020	5	12	10	16	[e8952b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{20}[-][-]		
1981	1982	0	3	21	1	0	0	0	0	0	0	0	0	10	222000021	5	12	10	17	[e8953b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{21}[-][-]		
1982	1983	0	3	22	1	0	0	0	0	0	0	0	0	10	222000022	5	12	10	17	[e8954b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{22}[-][-]		
1983	1984	0	3	23	1	0	0	0	0	0	0	0	0	10	222000023	5	12	10	17	[e8955b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{23}[-][-]		
1984	1985	0	3	24	1	0	0	0	0	0	0	0	0	10	222000024	5	12	10	17	[e8956b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{24}[-][-]		
1985	1986	0	3	25	1	0	0	0	0	0	0	0	0	10	222000025	5	12	10	17	[e8957b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{25}[-][-]		
1986	1987	0	3	26	1	0	0	0	0	0	0	0	0	10	222000026	5	12	10	18	[e8958b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{26}[-][-]		
1987	1988	0	3	27	1	0	0	0	0	0	0	0	0	10	222000027	5	12	10	18	[e8959b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{27}[-][-]		
1988	1989	0	3	28	1	0	0	0	0	0	0	0	0	10	222000028	5	12	10	18	[e8960b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{28}[-][-]		
1989	1990	0	3	29	1	0	0	0	0	0	0	0	0	10	222000029	5	12	10	18	[e8961b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{29}[-][-]		
1990	1991	0	3	30	1	0	0	0	0	0	0	0	0	10	222000030	5	12	10	18	[e8962b]乱音[-]	[5b3504]琴音对范围敌人照成伤害[2c9450]{0}[-]使敌人眩晕[2c9450]{30}[-][-]		
1991	1992	0	3	1	1	0	0	0	0	0	0	0	0	10	222000031	5	12	10	19	[e8933b]BUFF动作-真理之音[-]	[5b3504]]增加自身暴击率[-]		
1992	1993	0	3	2	1	0	0	0	0	0	0	0	0	10	222000032	5	12	10	19	[e8934b]BUFF动作-真理之音[-]	[5b3505]]增加自身暴击率[-]		
1993	1994	0	3	3	1	0	0	0	0	0	0	0	0	10	222000033	5	12	10	19	[e8935b]BUFF动作-真理之音[-]	[5b3506]]增加自身暴击率[-]		
1994	1995	0	3	4	1	0	0	0	0	0	0	0	0	10	222000034	5	12	10	19	[e8936b]BUFF动作-真理之音[-]	[5b3507]]增加自身暴击率[-]		
1995	1996	0	3	5	1	0	0	0	0	0	0	0	0	10	222000035	5	12	10	19	[e8937b]BUFF动作-真理之音[-]	[5b3508]]增加自身暴击率[-]		
1996	1997	0	3	6	1	0	0	0	0	0	0	0	0	10	222000036	5	12	10	20	[e8938b]BUFF动作-真理之音[-]	[5b3509]]增加自身暴击率[-]		
1997	1998	0	3	7	1	0	0	0	0	0	0	0	0	10	222000037	5	12	10	20	[e8939b]BUFF动作-真理之音[-]	[5b3510]]增加自身暴击率[-]		
1998	1999	0	3	8	1	0	0	0	0	0	0	0	0	10	222000038	5	12	10	20	[e8940b]BUFF动作-真理之音[-]	[5b3511]]增加自身暴击率[-]		
1999	2000	0	3	9	1	0	0	0	0	0	0	0	0	10	222000039	5	12	10	20	[e8941b]BUFF动作-真理之音[-]	[5b3512]]增加自身暴击率[-]		
2000	2001	0	3	10	1	0	0	0	0	0	0	0	0	10	222000040	5	12	10	20	[e8942b]BUFF动作-真理之音[-]	[5b3513]]增加自身暴击率[-]		
2001	2002	0	3	11	1	0	0	0	0	0	0	0	0	10	222000041	5	12	10	21	[e8943b]BUFF动作-真理之音[-]	[5b3514]]增加自身暴击率[-]		
2002	2003	0	3	12	1	0	0	0	0	0	0	0	0	10	222000042	5	12	10	21	[e8944b]BUFF动作-真理之音[-]	[5b3515]]增加自身暴击率[-]		
2003	2004	0	3	13	1	0	0	0	0	0	0	0	0	10	222000043	5	12	10	21	[e8945b]BUFF动作-真理之音[-]	[5b3516]]增加自身暴击率[-]		
2004	2005	0	3	14	1	0	0	0	0	0	0	0	0	10	222000044	5	12	10	21	[e8946b]BUFF动作-真理之音[-]	[5b3517]]增加自身暴击率[-]		
2005	2006	0	3	15	1	0	0	0	0	0	0	0	0	10	222000045	5	12	10	21	[e8947b]BUFF动作-真理之音[-]	[5b3518]]增加自身暴击率[-]		
2006	2007	0	3	16	1	0	0	0	0	0	0	0	0	10	222000046	5	12	10	22	[e8948b]BUFF动作-真理之音[-]	[5b3519]]增加自身暴击率[-]		
2007	2008	0	3	17	1	0	0	0	0	0	0	0	0	10	222000047	5	12	10	22	[e8949b]BUFF动作-真理之音[-]	[5b3520]]增加自身暴击率[-]		
2008	2009	0	3	18	1	0	0	0	0	0	0	0	0	10	222000048	5	12	10	22	[e8950b]BUFF动作-真理之音[-]	[5b3521]]增加自身暴击率[-]		
2009	2010	0	3	19	1	0	0	0	0	0	0	0	0	10	222000049	5	12	10	22	[e8951b]BUFF动作-真理之音[-]	[5b3522]]增加自身暴击率[-]		
2010	2011	0	3	20	1	0	0	0	0	0	0	0	0	10	222000050	5	12	10	22	[e8952b]BUFF动作-真理之音[-]	[5b3523]]增加自身暴击率[-]		
2011	2012	0	3	21	1	0	0	0	0	0	0	0	0	10	222000051	5	12	10	23	[e8953b]BUFF动作-真理之音[-]	[5b3524]]增加自身暴击率[-]		
2012	2013	0	3	22	1	0	0	0	0	0	0	0	0	10	222000052	5	12	10	23	[e8954b]BUFF动作-真理之音[-]	[5b3525]]增加自身暴击率[-]		
2013	2014	0	3	23	1	0	0	0	0	0	0	0	0	10	222000053	5	12	10	23	[e8955b]BUFF动作-真理之音[-]	[5b3526]]增加自身暴击率[-]		
2014	2015	0	3	24	1	0	0	0	0	0	0	0	0	10	222000054	5	12	10	23	[e8956b]BUFF动作-真理之音[-]	[5b3527]]增加自身暴击率[-]		
