服务器输出文件名	config_skill_level.xml	根名称	ability															
客户端输出文件名	config_skill_level.xml	项名称	skill_level															
uint16序列ID	uint8技能ID	uint8技能等级	uint16升级所需要角色等级	uint32升级所需金币	uint16升级所需技能点	uint32触发所需要的怒气	技能触发概率	效果0加成	持续时间	技能触发概率	效果1加成（千分之几）	持续时间	技能触发概率	效果2加成（千分之几）	持续时间	技能触发概率	效果3加成（千分之几）	持续时间
3511	35	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
3512	35	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
3513	35	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
3514	35	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
3515	35	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
3516	35	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
3517	35	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
3518	35	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
3519	35	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
3520	35	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
3601	36	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
3602	36	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
3603	36	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
3604	36	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
3605	36	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
3606	36	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
3607	36	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
3608	36	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
3609	36	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
3610	36	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
3611	36	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
3612	36	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
3613	36	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
3614	36	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
3615	36	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
3616	36	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
3617	36	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
3618	36	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
3619	36	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
3620	36	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
3701	37	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
3702	37	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
3703	37	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
3704	37	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
3705	37	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
3706	37	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
3707	37	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
3708	37	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
3709	37	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
3710	37	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
3711	37	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
3712	37	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
3713	37	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
3714	37	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
3715	37	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
3716	37	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
3717	37	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
3718	37	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
3719	37	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
3720	37	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
3801	38	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
3802	38	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
3803	38	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
3804	38	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
3805	38	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
3806	38	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
3807	38	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
3808	38	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
3809	38	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
3810	38	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
3811	38	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
3812	38	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
3813	38	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
3814	38	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
3815	38	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
3816	38	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
3817	38	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
3818	38	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
3819	38	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
3820	38	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
3901	39	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
3902	39	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
3903	39	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
3904	39	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
3905	39	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
3906	39	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
3907	39	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
3908	39	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
3909	39	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
3910	39	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
3911	39	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
3912	39	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
3913	39	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
3914	39	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
3915	39	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
3916	39	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
3917	39	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
3918	39	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
3919	39	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
3920	39	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
4001	40	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
4002	40	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
4003	40	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
4004	40	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
4005	40	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
4006	40	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
4007	40	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
4008	40	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
4009	40	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
4010	40	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
4011	40	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
4012	40	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
4013	40	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
4014	40	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
4015	40	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
4016	40	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
4017	40	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
4018	40	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
4019	40	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
4020	40	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
4101	41	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
4102	41	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
4103	41	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
4104	41	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
4105	41	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
4106	41	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
4107	41	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
4108	41	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
4109	41	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
4110	41	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
4111	41	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
4112	41	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
4113	41	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
4114	41	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
4115	41	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
4116	41	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
4117	41	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
4118	41	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
4119	41	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
4120	41	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
4201	42	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
4202	42	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
4203	42	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
4204	42	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
4205	42	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
4206	42	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
4207	42	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
4208	42	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
4209	42	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
4210	42	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
4211	42	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
4212	42	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
4213	42	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
4214	42	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
4215	42	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
4216	42	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
4217	42	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
4218	42	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
4219	42	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
4220	42	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
4301	43	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
4302	43	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
4303	43	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
4304	43	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
4305	43	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
4306	43	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
4307	43	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
4308	43	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
4309	43	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
4310	43	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
4311	43	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
4312	43	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
4313	43	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
4314	43	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
4315	43	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
4316	43	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
4317	43	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
4318	43	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
4319	43	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
4320	43	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
4401	44	1	1	100	50	10	100	100	0	0	0	0	0	0	0	0	0	0
4402	44	2	5	200	100	10	100	110	0	0	0	0	0	0	0	0	0	0
4403	44	3	10	300	150	10	100	120	0	0	0	0	0	0	0	0	0	0
4404	44	4	15	400	200	10	100	130	0	0	0	0	0	0	0	0	0	0
4405	44	5	20	500	250	10	100	140	0	0	0	0	0	0	0	0	0	0
4406	44	6	25	600	300	10	100	150	0	0	0	0	0	0	0	0	0	0
4407	44	7	30	700	350	10	100	160	0	0	0	0	0	0	0	0	0	0
4408	44	8	35	800	400	10	100	170	0	0	0	0	0	0	0	0	0	0
4409	44	9	40	900	450	10	100	180	0	0	0	0	0	0	0	0	0	0
4410	44	10	45	1000	500	10	100	190	0	0	0	0	0	0	0	0	0	0
4411	44	11	50	1100	550	10	100	200	0	0	0	0	0	0	0	0	0	0
4412	44	12	55	1200	600	10	100	210	0	0	0	0	0	0	0	0	0	0
4413	44	13	60	1300	650	10	100	220	0	0	0	0	0	0	0	0	0	0
4414	44	14	65	1400	700	10	100	230	0	0	0	0	0	0	0	0	0	0
4415	44	15	70	1500	750	10	100	240	0	0	0	0	0	0	0	0	0	0
4416	44	16	75	1600	800	10	100	250	0	0	0	0	0	0	0	0	0	0
4417	44	17	80	1700	850	10	100	260	0	0	0	0	0	0	0	0	0	0
4418	44	18	85	1800	900	10	100	270	0	0	0	0	0	0	0	0	0	0
4419	44	19	90	1900	950	10	100	280	0	0	0	0	0	0	0	0	0	0
4420	44	20	95	2000	1000	10	100	290	0	0	0	0	0	0	0	0	0	0
4501	45	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
4502	45	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
4503	45	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
4504	45	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
4505	45	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
4506	45	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
4507	45	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
4508	45	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
4509	45	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
4510	45	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
4511	45	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
4512	45	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
4513	45	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
4514	45	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
4515	45	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
4516	45	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
4517	45	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
4518	45	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
4519	45	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
4520	45	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
4601	46	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
4602	46	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
4603	46	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
4604	46	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
4605	46	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
4606	46	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
4607	46	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
4608	46	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
4609	46	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
4610	46	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
4611	46	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
4612	46	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
4613	46	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
4614	46	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
4615	46	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
4616	46	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
4617	46	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
4618	46	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
4619	46	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
4620	46	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
4701	47	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
4702	47	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
4703	47	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
4704	47	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
4705	47	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
4706	47	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
4707	47	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
4708	47	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
4709	47	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
4710	47	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
4711	47	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
4712	47	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
4713	47	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
4714	47	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
4715	47	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
4716	47	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
4717	47	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
4718	47	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
4719	47	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
4720	47	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
4801	48	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
4802	48	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
4803	48	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
4804	48	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
4805	48	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
4806	48	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
4807	48	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
4808	48	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
4809	48	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
4810	48	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
4811	48	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
4812	48	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
4813	48	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
4814	48	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
4815	48	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
4816	48	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
4817	48	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
4818	48	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
4819	48	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
4820	48	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
4901	49	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
4902	49	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
4903	49	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
4904	49	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
4905	49	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
4906	49	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
4907	49	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
4908	49	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
4909	49	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
4910	49	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
4911	49	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
4912	49	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
4913	49	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
4914	49	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
4915	49	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
4916	49	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
4917	49	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
4918	49	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
4919	49	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
4920	49	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
5001	50	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
5002	50	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
5003	50	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
5004	50	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
5005	50	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
5006	50	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
5007	50	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
5008	50	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
5009	50	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
5010	50	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
5011	50	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
5012	50	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
5013	50	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
5014	50	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
5015	50	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
5016	50	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
5017	50	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
5018	50	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
5019	50	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
5020	50	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
5101	51	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
5102	51	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
5103	51	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
5104	51	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
5105	51	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
5106	51	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
5107	51	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
5108	51	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
5109	51	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
5110	51	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
5111	51	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
5112	51	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
5113	51	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
5114	51	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
5115	51	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
5116	51	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
5117	51	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
5118	51	18	85	1800	900	0	100	360	0	0	0	0	0	0	0	0	0	0
5119	51	19	90	1900	950	0	100	380	0	0	0	0	0	0	0	0	0	0
5120	51	20	95	2000	1000	0	100	400	0	0	0	0	0	0	0	0	0	0
5201	52	1	1	100	50	0	100	20	0	0	0	0	0	0	0	0	0	0
5202	52	2	5	200	100	0	100	40	0	0	0	0	0	0	0	0	0	0
5203	52	3	10	300	150	0	100	60	0	0	0	0	0	0	0	0	0	0
5204	52	4	15	400	200	0	100	80	0	0	0	0	0	0	0	0	0	0
5205	52	5	20	500	250	0	100	100	0	0	0	0	0	0	0	0	0	0
5206	52	6	25	600	300	0	100	120	0	0	0	0	0	0	0	0	0	0
5207	52	7	30	700	350	0	100	140	0	0	0	0	0	0	0	0	0	0
5208	52	8	35	800	400	0	100	160	0	0	0	0	0	0	0	0	0	0
5209	52	9	40	900	450	0	100	180	0	0	0	0	0	0	0	0	0	0
5210	52	10	45	1000	500	0	100	200	0	0	0	0	0	0	0	0	0	0
5211	52	11	50	1100	550	0	100	220	0	0	0	0	0	0	0	0	0	0
5212	52	12	55	1200	600	0	100	240	0	0	0	0	0	0	0	0	0	0
5213	52	13	60	1300	650	0	100	260	0	0	0	0	0	0	0	0	0	0
5214	52	14	65	1400	700	0	100	280	0	0	0	0	0	0	0	0	0	0
5215	52	15	70	1500	750	0	100	300	0	0	0	0	0	0	0	0	0	0
5216	52	16	75	1600	800	0	100	320	0	0	0	0	0	0	0	0	0	0
5217	52	17	80	1700	850	0	100	340	0	0	0	0	0	0	0	0	0	0
